feature,mean_abs_shap,family,builtin_importance
y_roll4_mean,3.807357545588353,autoregressive,0.9270938719855141
y_lag4,0.6801321048878122,autoregressive,0.019551733418781556
y_lag8,0.45339212682480257,autoregressive,0.008529683510878324
cos_q,0.2214237826821915,seasonal,0.0027882155199914593
wellDepth,0.198498731834671,static,0.00468600434666787
y_trend4,0.16181441429725182,autoregressive,0.004569167979876929
y_lag2,0.08113674980884636,autoregressive,0.00243814410766796
y_roll4_std,0.06953573466894598,autoregressive,0.005263441802826453
lat,0.06390049999573186,static,0.0026859545017212227
sin_q,0.057356685961213565,seasonal,0.0003829708640905014
t2m_min_lag1,0.04323006315607443,covariate,0.0010805637658579453
t2m_max_lag0,0.0400680271760288,covariate,0.0013272745102439923
y_lag5,0.03986001006447008,autoregressive,0.0015420430383697506
y_lag6,0.032547569837712356,autoregressive,0.0015440676198896165
y_lag3,0.029955657344749014,autoregressive,0.0016494650024865458
lon,0.027477767272563854,static,0.0020150723957601986
t2m_lag0,0.025035396262128463,covariate,0.0010356055939218535
t2m_min_lag0,0.021534249537788125,covariate,0.0009219073023224032
y_lag1,0.01970205053466254,autoregressive,0.002487583426208058
t2m_lag4,0.018170394278571863,covariate,0.0006399592660647074
t2m_min_lag2,0.012617689470243774,covariate,0.0007666085737992747
t2m_lag1,0.012199080675306081,covariate,0.0006609802998000826
t2m_min_lag4,0.011983063220329378,covariate,0.0005959785111559633
t2m_lag2,0.010500031797170023,covariate,0.0006239594635487974
t2m_max_lag1,0.009849338329382949,covariate,0.0008285042284785682
rainfall_lag2,0.009663438735816621,covariate,0.0006323034078305999
t2m_max_lag4,0.009610449718978925,covariate,0.0007146047914939769
t2m_max_lag2,0.008952840130172042,covariate,0.0007993728599876732
rainfall_lag0,0.008850507614500848,covariate,0.0007125317723017764
rainfall_lag4,0.00849390607350931,covariate,0.0004616817774144939
rainfall_lag1,0.006165079962227899,covariate,0.0005481127675503781
y_lag3__miss,0.0037900511444478187,autoregressive,5.950918845552523e-05
y_lag8__miss,0.0036500886308441084,autoregressive,9.725043599721868e-05
y_lag5__miss,0.0012536116895033715,autoregressive,5.067094633351903e-05
y_lag6__miss,0.0011822115307419875,autoregressive,5.3168976889075644e-05
y_roll4_std__miss,0.0011493922401424321,autoregressive,4.514320037578709e-05
t2m_lag2__miss,0.0009246045471780988,covariate,8.461793687384779e-06
t2m_min_lag2__miss,0.0008306230507872549,covariate,9.083703057543396e-06
y_lag2__miss,0.0008288393174026266,autoregressive,8.16853631991611e-06
rainfall_lag2__miss,0.0007556408370680575,covariate,8.670671142277056e-06
t2m_max_lag2__miss,0.0006635193358865374,covariate,8.070134303445114e-06
t2m_max_lag4__miss,0.0005354434834926609,covariate,8.824049734341026e-06
y_trend4__miss,0.00042575674751208235,autoregressive,6.211754906243067e-06
t2m_lag4__miss,0.00040695624932234764,covariate,6.176091067274504e-06
t2m_min_lag4__miss,0.00036911427871938723,covariate,6.706078414054304e-06
rainfall_lag1__miss,0.0003542696207288953,covariate,6.985802043972141e-06
y_lag4__miss,0.00033739867077508834,autoregressive,5.455504408929334e-06
rainfall_lag4__miss,0.00030056038137561485,covariate,4.995737117158743e-06
t2m_lag1__miss,0.00028939156080021866,covariate,8.248964421380644e-06
t2m_max_lag1__miss,0.00028443042835719006,covariate,7.32148976603362e-06
t2m_min_lag1__miss,0.0002639375006479406,covariate,7.497213515977708e-06
y_lag1__miss,0.0002451362543270328,autoregressive,6.011315540036162e-06
lat__miss,0.0,other,0.0
wellDepth__miss,0.0,other,0.0
cos_q__miss,0.0,seasonal,0.0
sin_q__miss,0.0,seasonal,0.0
y_roll4_mean__miss,0.0,autoregressive,0.0
lon__miss,0.0,other,0.0
t2m_lag0__miss,0.0,covariate,0.0
rainfall_lag0__miss,0.0,covariate,0.0
t2m_max_lag0__miss,0.0,covariate,0.0
t2m_min_lag0__miss,0.0,covariate,0.0
