feature,mean_abs_shap,family,builtin_importance
y_roll4_mean,6.786888,autoregressive,72544.21875
y_lag4,1.3263373,autoregressive,4227.56787109375
y_lag8,0.84878457,autoregressive,3126.6298828125
wellDepth,0.41687685,static,1102.298583984375
y_lag1,0.3005826,autoregressive,9247.5859375
y_lag5,0.20819032,autoregressive,260.6434020996094
y_trend4,0.2059756,autoregressive,404.2084655761719
lat,0.16744126,static,550.3531494140625
y_lag6,0.15147935,autoregressive,279.8962097167969
t2m_max_lag0,0.1343409,covariate,374.8073425292969
y_lag2,0.12829229,autoregressive,1767.8492431640625
sin_q,0.11975383,seasonal,1523.342529296875
t2m_min_lag0,0.11214044,covariate,244.26698303222656
lon,0.09569427,static,614.247802734375
cos_q,0.09491977,seasonal,2849.422607421875
t2m_lag0,0.09340936,covariate,395.66778564453125
y_lag3,0.08798509,autoregressive,303.40789794921875
t2m_min_lag2,0.07984756,covariate,237.49586486816406
y_roll4_std,0.072862074,autoregressive,403.8309326171875
t2m_min_lag1,0.06753052,covariate,358.88079833984375
y_lag8__miss,0.053533018,autoregressive,391.3850402832031
t2m_max_lag4,0.041603185,covariate,191.12326049804688
t2m_max_lag1,0.039871905,covariate,240.00291442871094
t2m_lag4,0.034424413,covariate,182.15362548828125
t2m_min_lag4,0.03428681,covariate,181.49240112304688
t2m_lag2,0.03388185,covariate,246.62496948242188
t2m_lag1,0.030013105,covariate,257.05975341796875
rainfall_lag1,0.027773494,covariate,233.73330688476562
rainfall_lag0,0.025257288,covariate,205.78977966308594
rainfall_lag4,0.024323525,covariate,193.78799438476562
y_lag4__miss,0.023729458,autoregressive,297.0831604003906
rainfall_lag2,0.023337977,covariate,321.3227233886719
y_lag2__miss,0.0200195,autoregressive,192.97654724121094
y_lag3__miss,0.019865854,autoregressive,194.36801147460938
t2m_max_lag2,0.018267075,covariate,190.02102661132812
y_lag1__miss,0.0130846305,autoregressive,283.94189453125
y_roll4_std__miss,0.0044516763,autoregressive,389.42218017578125
y_trend4__miss,0.0043250867,autoregressive,223.1424102783203
rainfall_lag2__miss,0.0038860382,covariate,277.37396240234375
rainfall_lag1__miss,0.0038350876,covariate,252.4664306640625
y_lag5__miss,0.0026055817,autoregressive,132.9262237548828
rainfall_lag4__miss,0.0016314966,covariate,276.7828674316406
y_lag6__miss,0.0016106878,autoregressive,164.0835723876953
t2m_max_lag1__miss,0.0011791852,covariate,118.47024536132812
t2m_lag2__miss,0.00019620631,covariate,72.87410736083984
wellDepth__miss,0.0,other,0.0
cos_q__miss,0.0,seasonal,0.0
sin_q__miss,0.0,seasonal,0.0
y_roll4_mean__miss,0.0,autoregressive,0.0
lon__miss,0.0,other,0.0
lat__miss,0.0,other,0.0
rainfall_lag0__miss,0.0,covariate,0.0
t2m_lag1__miss,0.0,covariate,0.0
t2m_lag0__miss,0.0,covariate,0.0
t2m_lag4__miss,0.0,covariate,0.0
t2m_max_lag0__miss,0.0,covariate,0.0
t2m_max_lag2__miss,0.0,covariate,0.0
t2m_max_lag4__miss,0.0,covariate,0.0
t2m_min_lag0__miss,0.0,covariate,0.0
t2m_min_lag1__miss,0.0,covariate,0.0
t2m_min_lag2__miss,0.0,covariate,0.0
t2m_min_lag4__miss,0.0,covariate,0.0
