feature,mean_abs_shap,family,builtin_importance
y_roll4_mean,8.132353148834571,autoregressive,0.9270938719855141
y_lag4,1.038346677127974,autoregressive,0.019551733418781556
y_lag8,0.4584591293860252,autoregressive,0.008529683510878324
wellDepth,0.24603708784667186,static,0.00468600434666787
cos_q,0.16130231228142128,seasonal,0.0027882155199914593
y_trend4,0.15050674240741257,autoregressive,0.004569167979876929
lat,0.13535811053548436,static,0.0026859545017212227
y_roll4_std,0.070219695845608,autoregressive,0.005263441802826453
y_lag2,0.06864680044660729,autoregressive,0.00243814410766796
y_lag5,0.06838747652448816,autoregressive,0.0015420430383697506
y_lag6,0.06381601766947398,autoregressive,0.0015440676198896165
lon,0.04984141702777687,static,0.0020150723957601986
t2m_max_lag0,0.0486856321438833,covariate,0.0013272745102439923
sin_q,0.0447499294531793,seasonal,0.0003829708640905014
t2m_min_lag1,0.042164650889013194,covariate,0.0010805637658579453
t2m_lag0,0.031159819814952028,covariate,0.0010356055939218535
y_lag1,0.02951791377848595,autoregressive,0.002487583426208058
y_lag3,0.027327468005981407,autoregressive,0.0016494650024865458
t2m_min_lag0,0.0205291072830672,covariate,0.0009219073023224032
t2m_lag4,0.020496681972591448,covariate,0.0006399592660647074
t2m_min_lag2,0.0175406978768075,covariate,0.0007666085737992747
t2m_min_lag4,0.013709483029212263,covariate,0.0005959785111559633
t2m_lag1,0.011531722041293447,covariate,0.0006609802998000826
t2m_lag2,0.01150965119392141,covariate,0.0006239594635487974
rainfall_lag2,0.010862848481054826,covariate,0.0006323034078305999
t2m_max_lag4,0.010465107340114134,covariate,0.0007146047914939769
t2m_max_lag1,0.010388357146075493,covariate,0.0008285042284785682
t2m_max_lag2,0.009964019496298163,covariate,0.0007993728599876732
rainfall_lag0,0.00972021942213453,covariate,0.0007125317723017764
rainfall_lag4,0.00828505627415452,covariate,0.0004616817774144939
rainfall_lag1,0.007427159518446741,covariate,0.0005481127675503781
y_lag8__miss,0.003395748577567768,autoregressive,9.725043599721868e-05
y_lag3__miss,0.002755934783468141,autoregressive,5.950918845552523e-05
y_roll4_std__miss,0.001247779632273242,autoregressive,4.514320037578709e-05
y_lag6__miss,0.0010945926496015116,autoregressive,5.3168976889075644e-05
y_lag5__miss,0.0010922753523734125,autoregressive,5.067094633351903e-05
t2m_lag2__miss,0.0007167086796819958,covariate,8.461793687384779e-06
y_lag2__miss,0.000681785348143886,autoregressive,8.16853631991611e-06
rainfall_lag2__miss,0.0006801066154291327,covariate,8.670671142277056e-06
t2m_min_lag2__miss,0.0006653438164143832,covariate,9.083703057543396e-06
t2m_max_lag1__miss,0.0005918735741784575,covariate,7.32148976603362e-06
t2m_max_lag2__miss,0.0005084976328529206,covariate,8.070134303445114e-06
rainfall_lag1__miss,0.00045639188926270666,covariate,6.985802043972141e-06
y_lag1__miss,0.0004273154016766313,autoregressive,6.011315540036162e-06
t2m_min_lag1__miss,0.00039575588762261665,covariate,7.497213515977708e-06
t2m_lag1__miss,0.000377140430961829,covariate,8.248964421380644e-06
t2m_max_lag4__miss,0.00035102214824452884,covariate,8.824049734341026e-06
t2m_min_lag4__miss,0.0003418280482530918,covariate,6.706078414054304e-06
y_trend4__miss,0.0003172746450830693,autoregressive,6.211754906243067e-06
t2m_lag4__miss,0.0002799447425321842,covariate,6.176091067274504e-06
rainfall_lag4__miss,0.0002795730328237296,covariate,4.995737117158743e-06
y_lag4__miss,0.00023306949364449713,autoregressive,5.455504408929334e-06
lat__miss,0.0,other,0.0
wellDepth__miss,0.0,other,0.0
cos_q__miss,0.0,seasonal,0.0
sin_q__miss,0.0,seasonal,0.0
y_roll4_mean__miss,0.0,autoregressive,0.0
lon__miss,0.0,other,0.0
t2m_lag0__miss,0.0,covariate,0.0
rainfall_lag0__miss,0.0,covariate,0.0
t2m_max_lag0__miss,0.0,covariate,0.0
t2m_min_lag0__miss,0.0,covariate,0.0
