feature,mean_abs_shap,family,builtin_importance
y_roll4_mean,9.053163991080527,autoregressive,0.9427906376089612
sin_q,0.512987132337117,seasonal,0.008723566020194909
y_lag3,0.2780188545654128,autoregressive,0.010661616389355
cos_q,0.1903974017007246,seasonal,0.0017255487204810745
lat,0.15345115729529404,static,0.0031925371559040037
wellDepth,0.14088595252310557,static,0.0022788177910277848
t2m_min_lag0,0.1312607394499436,covariate,0.002079656003743418
y_lag4,0.11849284880396661,autoregressive,0.0017202358414372492
y_lag6,0.10011804369262603,autoregressive,0.0019069143603163256
y_lag1,0.0868107207645698,autoregressive,0.0022492975831094222
y_trend4,0.08013838026918665,autoregressive,0.0025047570812969855
y_lag8,0.0686177747696621,autoregressive,0.001365103784118524
y_roll4_std,0.05622282504866256,autoregressive,0.004220735639879452
y_lag2,0.0476752219804074,autoregressive,0.0017875481843057548
t2m_max_lag0,0.03911339134164266,covariate,0.0016374650690119165
y_lag5,0.03453262827653315,autoregressive,0.0011260076229619013
rainfall_lag0,0.03026938182992408,covariate,0.000605896291789126
lon,0.0261773033526215,static,0.001556787998159378
t2m_lag0,0.018953270618334583,covariate,0.0009517363543379958
rainfall_lag2,0.0186341686223814,covariate,0.00046512384645667755
t2m_max_lag2,0.016749282445122034,covariate,0.0005882066678201129
t2m_min_lag1,0.016589665613824946,covariate,0.0007893210841951268
t2m_lag2,0.01452605544220221,covariate,0.0004402473255134459
y_lag3__miss,0.013521968418719747,autoregressive,0.00021211173510782424
t2m_max_lag1,0.011900312873151036,covariate,0.0006748124915994537
t2m_min_lag2,0.011776106537888548,covariate,0.000565135036462688
t2m_lag1,0.011226078496296706,covariate,0.0006182778670766411
t2m_min_lag4,0.010354364812041576,covariate,0.0005307344331587214
t2m_max_lag4,0.010153897081260542,covariate,0.0005030655017507915
rainfall_lag1,0.00888196427189777,covariate,0.00041342252774394223
y_lag2__miss,0.008675885998912489,autoregressive,2.175575909603614e-05
t2m_lag4,0.007797706518166935,covariate,0.0004035740898963886
t2m_min_lag2__miss,0.007362043820467916,covariate,2.204141055652168e-05
t2m_max_lag2__miss,0.007005105814138268,covariate,2.0677310121999514e-05
rainfall_lag2__miss,0.006986442926453582,covariate,1.80014746983827e-05
t2m_lag2__miss,0.006409753892623154,covariate,1.7949192973843374e-05
rainfall_lag4,0.005211087185503312,covariate,0.00031447294045890416
y_roll4_std__miss,0.0026131283702973914,autoregressive,0.00011471758388155013
y_lag6__miss,0.0012605051376472693,autoregressive,4.4856123200821505e-05
y_lag8__miss,0.0011576160503431604,autoregressive,4.796934607878374e-05
y_lag5__miss,0.001040234655825858,autoregressive,3.19146653218186e-05
t2m_max_lag1__miss,0.0006623637099718721,covariate,7.827846978795726e-06
t2m_min_lag1__miss,0.0005327331746692458,covariate,6.765424259785576e-06
rainfall_lag1__miss,0.00048715231960613347,covariate,6.826968689205621e-06
t2m_lag1__miss,0.00043228978000722177,covariate,5.7890418435559164e-06
y_lag1__miss,0.0004031284812054489,autoregressive,5.2800164667862275e-06
rainfall_lag4__miss,0.0002602741333572065,covariate,4.427722504003714e-06
y_lag4__miss,0.00023620107773894816,autoregressive,7.1228957306653855e-06
t2m_max_lag4__miss,0.00022757602975663206,covariate,3.87115059255185e-06
t2m_min_lag4__miss,0.00021050585989090424,covariate,3.2726845528645838e-06
y_trend4__miss,0.00015441775002987621,autoregressive,2.5193254837564266e-06
t2m_lag4__miss,0.00012057995376502187,covariate,3.0430093358817744e-06
lat__miss,0.0,other,0.0
wellDepth__miss,0.0,other,0.0
cos_q__miss,0.0,seasonal,0.0
sin_q__miss,0.0,seasonal,0.0
y_roll4_mean__miss,0.0,autoregressive,0.0
lon__miss,0.0,other,0.0
t2m_lag0__miss,0.0,covariate,0.0
rainfall_lag0__miss,0.0,covariate,0.0
t2m_max_lag0__miss,0.0,covariate,0.0
t2m_min_lag0__miss,0.0,covariate,0.0
