feature,mean_abs_shap,family,builtin_importance
y_roll4_mean,7.740551,autoregressive,45901.4140625
y_lag3,0.53084046,autoregressive,2319.953857421875
y_lag4,0.36505353,autoregressive,386.6750793457031
y_lag1,0.34738743,autoregressive,5073.349609375
wellDepth,0.3359176,static,544.7999877929688
sin_q,0.32938164,seasonal,2627.7978515625
cos_q,0.29694888,seasonal,1141.92236328125
lat,0.23366949,static,397.8324890136719
y_lag6,0.222864,autoregressive,249.94659423828125
t2m_min_lag0,0.20798472,covariate,403.6741638183594
t2m_max_lag0,0.20579602,covariate,220.7991943359375
y_lag8,0.17980409,autoregressive,383.67529296875
y_trend4,0.16407938,autoregressive,228.02493286132812
y_lag5,0.12306349,autoregressive,110.29430389404297
y_lag2,0.11533542,autoregressive,1312.6722412109375
y_roll4_std,0.08368663,autoregressive,205.32225036621094
lon,0.080759816,static,312.75262451171875
t2m_max_lag4,0.07445987,covariate,94.99934387207031
t2m_max_lag2,0.06478559,covariate,131.87942504882812
t2m_min_lag1,0.06347159,covariate,164.58261108398438
t2m_lag1,0.055700917,covariate,153.53538513183594
y_lag3__miss,0.05535087,autoregressive,355.8908996582031
t2m_lag0,0.055041526,covariate,158.2748260498047
t2m_lag2,0.05477521,covariate,128.7467041015625
t2m_min_lag2,0.049695037,covariate,147.37368774414062
t2m_min_lag4,0.04682723,covariate,108.8680191040039
rainfall_lag0,0.04634802,covariate,143.69610595703125
rainfall_lag2,0.043486327,covariate,144.23309326171875
t2m_max_lag1,0.042190902,covariate,124.21605682373047
t2m_lag4,0.03480992,covariate,105.47288513183594
rainfall_lag1,0.030265328,covariate,147.02249145507812
y_lag1__miss,0.02004209,autoregressive,117.68478393554688
y_lag6__miss,0.016799837,autoregressive,81.29794311523438
y_roll4_std__miss,0.015615881,autoregressive,367.0257568359375
rainfall_lag4,0.010659025,covariate,92.73239135742188
y_lag8__miss,0.008198936,autoregressive,106.72686767578125
y_lag5__miss,0.0072578937,autoregressive,110.60993194580078
y_lag2__miss,0.0063042343,autoregressive,211.3193359375
rainfall_lag1__miss,0.003734849,covariate,203.06845092773438
y_lag4__miss,0.0036346933,autoregressive,80.96405792236328
rainfall_lag2__miss,0.0035363226,covariate,172.4288787841797
t2m_lag1__miss,0.00086260645,covariate,51.2425651550293
t2m_lag2__miss,0.0008622779,covariate,66.18255615234375
y_trend4__miss,0.0005185993,autoregressive,102.58134460449219
t2m_max_lag2__miss,0.00044353234,covariate,60.57145690917969
rainfall_lag4__miss,1.659725e-05,covariate,145.69577026367188
cos_q__miss,0.0,seasonal,0.0
sin_q__miss,0.0,seasonal,0.0
y_roll4_mean__miss,0.0,autoregressive,0.0
lon__miss,0.0,other,0.0
lat__miss,0.0,other,0.0
wellDepth__miss,0.0,other,0.0
t2m_lag0__miss,0.0,covariate,0.0
rainfall_lag0__miss,0.0,covariate,0.0
t2m_lag4__miss,0.0,covariate,0.0
t2m_max_lag0__miss,0.0,covariate,0.0
t2m_max_lag1__miss,0.0,covariate,0.0
t2m_max_lag4__miss,0.0,covariate,0.0
t2m_min_lag0__miss,0.0,covariate,0.0
t2m_min_lag1__miss,0.0,covariate,0.0
t2m_min_lag2__miss,0.0,covariate,0.0
t2m_min_lag4__miss,0.0,covariate,0.0
