feature,mean_abs_shap,family,builtin_importance
y_roll4_mean,4.341982072299576,autoregressive,0.9427906376089612
sin_q,0.5876574420668944,seasonal,0.008723566020194909
y_lag3,0.3257823054394572,autoregressive,0.010661616389355
cos_q,0.23084119077363097,seasonal,0.0017255487204810745
wellDepth,0.13792392768371792,static,0.0022788177910277848
t2m_min_lag0,0.12113304577983346,covariate,0.002079656003743418
y_trend4,0.09655346317711132,autoregressive,0.0025047570812969855
y_lag1,0.08593712295487169,autoregressive,0.0022492975831094222
y_lag6,0.08275480766998268,autoregressive,0.0019069143603163256
lat,0.06841301128445303,static,0.0031925371559040037
y_lag4,0.06523325440732702,autoregressive,0.0017202358414372492
t2m_max_lag0,0.053493783629104674,covariate,0.0016374650690119165
y_roll4_std,0.04713939719950324,autoregressive,0.004220735639879452
y_lag2,0.04591168488691762,autoregressive,0.0017875481843057548
y_lag8,0.045353236492286564,autoregressive,0.001365103784118524
rainfall_lag0,0.02539304025588881,covariate,0.000605896291789126
lon,0.021256159854452374,static,0.001556787998159378
y_lag5,0.021210015544755288,autoregressive,0.0011260076229619013
t2m_lag0,0.020675467530439046,covariate,0.0009517363543379958
rainfall_lag2,0.020599750066350463,covariate,0.00046512384645667755
y_lag3__miss,0.019545046893854636,autoregressive,0.00021211173510782424
t2m_lag2,0.01478655044571023,covariate,0.0004402473255134459
t2m_min_lag1,0.014608410917131127,covariate,0.0007893210841951268
t2m_lag1,0.013770207147364103,covariate,0.0006182778670766411
t2m_max_lag2,0.013372017236991142,covariate,0.0005882066678201129
t2m_min_lag2,0.011574568966078795,covariate,0.000565135036462688
t2m_max_lag1,0.010885260838216152,covariate,0.0006748124915994537
y_lag2__miss,0.010383702351266445,autoregressive,2.175575909603614e-05
t2m_min_lag2__miss,0.008903055923429094,covariate,2.204141055652168e-05
t2m_max_lag2__miss,0.008453240745775439,covariate,2.0677310121999514e-05
t2m_min_lag4,0.00838537687548753,covariate,0.0005307344331587214
rainfall_lag2__miss,0.008090054078928889,covariate,1.80014746983827e-05
t2m_lag2__miss,0.00760206573063352,covariate,1.7949192973843374e-05
t2m_max_lag4,0.0075816367445691235,covariate,0.0005030655017507915
t2m_lag4,0.007036894637489861,covariate,0.0004035740898963886
rainfall_lag1,0.006295193484215451,covariate,0.00041342252774394223
rainfall_lag4,0.004145941465364711,covariate,0.00031447294045890416
y_roll4_std__miss,0.002880610114615531,autoregressive,0.00011471758388155013
y_lag6__miss,0.0012948107162906275,autoregressive,4.4856123200821505e-05
y_lag8__miss,0.001129810949787012,autoregressive,4.796934607878374e-05
y_lag5__miss,0.0008830473894425196,autoregressive,3.19146653218186e-05
t2m_max_lag1__miss,0.0007276353773780896,covariate,7.827846978795726e-06
t2m_min_lag1__miss,0.0006885671228514647,covariate,6.765424259785576e-06
t2m_lag1__miss,0.0006230626623812058,covariate,5.7890418435559164e-06
rainfall_lag1__miss,0.0005643600452284193,covariate,6.826968689205621e-06
y_lag1__miss,0.0004799372011646378,autoregressive,5.2800164667862275e-06
rainfall_lag4__miss,0.0001920575798218577,covariate,4.427722504003714e-06
t2m_max_lag4__miss,0.0001589419514141169,covariate,3.87115059255185e-06
t2m_lag4__miss,0.00015154038645196773,covariate,3.0430093358817744e-06
y_lag4__miss,0.00015077161510702262,autoregressive,7.1228957306653855e-06
t2m_min_lag4__miss,0.00013624759232230387,covariate,3.2726845528645838e-06
y_trend4__miss,0.00011190360860624757,autoregressive,2.5193254837564266e-06
lat__miss,0.0,other,0.0
wellDepth__miss,0.0,other,0.0
cos_q__miss,0.0,seasonal,0.0
sin_q__miss,0.0,seasonal,0.0
y_roll4_mean__miss,0.0,autoregressive,0.0
lon__miss,0.0,other,0.0
t2m_lag0__miss,0.0,covariate,0.0
rainfall_lag0__miss,0.0,covariate,0.0
t2m_max_lag0__miss,0.0,covariate,0.0
t2m_min_lag0__miss,0.0,covariate,0.0
