feature,mean_abs_shap,family,builtin_importance
y_roll4_mean,3.7044315,autoregressive,45901.4140625
sin_q,0.3676418,seasonal,2627.7978515625
y_lag3,0.34017774,autoregressive,2319.953857421875
cos_q,0.32403183,seasonal,1141.92236328125
wellDepth,0.28838593,static,544.7999877929688
y_lag4,0.25100046,autoregressive,386.6750793457031
y_trend4,0.19340265,autoregressive,228.02493286132812
t2m_min_lag0,0.19213259,covariate,403.6741638183594
y_lag6,0.1393836,autoregressive,249.94659423828125
y_lag1,0.13843432,autoregressive,5073.349609375
lat,0.13723506,static,397.8324890136719
y_lag8,0.086739525,autoregressive,383.67529296875
t2m_max_lag0,0.080719,covariate,220.7991943359375
y_lag2,0.07264935,autoregressive,1312.6722412109375
lon,0.07059102,static,312.75262451171875
y_roll4_std,0.06606485,autoregressive,205.32225036621094
t2m_max_lag4,0.06500997,covariate,94.99934387207031
t2m_max_lag2,0.059674595,covariate,131.87942504882812
y_lag3__miss,0.055421405,autoregressive,355.8908996582031
y_lag5,0.048012923,autoregressive,110.29430389404297
t2m_lag0,0.04658316,covariate,158.2748260498047
t2m_lag2,0.045182317,covariate,128.7467041015625
t2m_min_lag1,0.044177506,covariate,164.58261108398438
rainfall_lag2,0.041227147,covariate,144.23309326171875
rainfall_lag0,0.037409924,covariate,143.69610595703125
t2m_lag1,0.036534704,covariate,153.53538513183594
t2m_max_lag1,0.03279382,covariate,124.21605682373047
t2m_min_lag4,0.027757179,covariate,108.8680191040039
t2m_min_lag2,0.025370099,covariate,147.37368774414062
t2m_lag4,0.021354223,covariate,105.47288513183594
y_lag1__miss,0.01980619,autoregressive,117.68478393554688
rainfall_lag1,0.0150974635,covariate,147.02249145507812
y_lag6__miss,0.009192866,autoregressive,81.29794311523438
rainfall_lag4,0.0073584104,covariate,92.73239135742188
y_roll4_std__miss,0.007061513,autoregressive,367.0257568359375
y_lag8__miss,0.0060562002,autoregressive,106.72686767578125
y_lag2__miss,0.004114285,autoregressive,211.3193359375
y_lag5__miss,0.00365451,autoregressive,110.60993194580078
y_lag4__miss,0.003259537,autoregressive,80.96405792236328
rainfall_lag1__miss,0.0021732487,covariate,203.06845092773438
rainfall_lag2__miss,0.0013927164,covariate,172.4288787841797
t2m_lag2__miss,0.0013016694,covariate,66.18255615234375
t2m_lag1__miss,0.00077668746,covariate,51.2425651550293
y_trend4__miss,0.0002622962,autoregressive,102.58134460449219
t2m_max_lag2__miss,0.000116535426,covariate,60.57145690917969
rainfall_lag4__miss,1.0826417e-05,covariate,145.69577026367188
cos_q__miss,0.0,seasonal,0.0
sin_q__miss,0.0,seasonal,0.0
y_roll4_mean__miss,0.0,autoregressive,0.0
lon__miss,0.0,other,0.0
lat__miss,0.0,other,0.0
wellDepth__miss,0.0,other,0.0
t2m_lag0__miss,0.0,covariate,0.0
rainfall_lag0__miss,0.0,covariate,0.0
t2m_lag4__miss,0.0,covariate,0.0
t2m_max_lag0__miss,0.0,covariate,0.0
t2m_max_lag1__miss,0.0,covariate,0.0
t2m_max_lag4__miss,0.0,covariate,0.0
t2m_min_lag0__miss,0.0,covariate,0.0
t2m_min_lag1__miss,0.0,covariate,0.0
t2m_min_lag2__miss,0.0,covariate,0.0
t2m_min_lag4__miss,0.0,covariate,0.0
